name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,car_age,brand
Skoda Laura Ambiente,2008.0,190000.0,120000.0,Diesel,Individual,Manual,Third Owner,12.0,Skoda
Chevrolet Cruze LTZ,2011.0,345000.0,65500.0,Diesel,Individual,Manual,First Owner,9.0,Chevrolet
Mahindra Scorpio 1.99 S10,2016.0,1025000.0,70000.0,Diesel,Individual,Manual,First Owner,4.0,Mahindra
Maruti Alto 800 LXI,2012.0,120000.0,50000.0,Petrol,Individual,Manual,First Owner,8.0,Maruti
Maruti Alto LXi BSIII,,114999.0,,Unknown,Individual,Manual,Second Owner,,Maruti
Honda City 1.5 S MT,2009.0,300000.0,120000.0,Petrol,Individual,Manual,Second Owner,11.0,Honda
Unknown,2016.0,340000.0,56000.0,Petrol,Dealer,Manual,First Owner,4.0,Unknown
Maruti Wagon R LXI,2005.0,90000.0,70000.0,Petrol,Individual,Unknown,Second Owner,15.0,Maruti
Maruti Alto LX,2006.0,150000.0,140300.0,Petrol,Individual,Manual,First Owner,14.0,Maruti
Maruti Alto K10 2010-2014 VXI,2010.0,115999.0,70000.0,Unknown,Individual,Manual,First Owner,10.0,Maruti
Honda Amaze VX O iDTEC,2017.0,550000.0,12997.0,Diesel,Unknown,Unknown,First Owner,3.0,Honda
Maruti Ciaz 1.4 AT Zeta,2017.0,500000.0,40000.0,Petrol,Individual,Automatic,First Owner,3.0,Maruti
Hyundai Verna CRDi 1.6 SX Option,2018.0,1150000.0,26430.0,Diesel,Unknown,Manual,First Owner,2.0,Hyundai
Maruti Swift 1.3 VXI ABS,2015.0,475000.0,24600.0,Petrol,Unknown,Manual,First Owner,5.0,Maruti
Maruti Wagon R LXI,2011.0,,28481.0,Petrol,Dealer,Manual,First Owner,9.0,Maruti
Ford Ecosport 1.0 Ecoboost Titanium Optional,2013.0,350000.0,,Petrol,Individual,Manual,First Owner,7.0,Ford
Maruti Swift Dzire VDI,2017.0,611000.0,34400.0,Diesel,Dealer,Manual,First Owner,3.0,Maruti
Hyundai EON 1.0 Era Plus,2012.0,225000.0,48000.0,Petrol,Dealer,Manual,Unknown,8.0,Hyundai
Unknown,2014.0,300000.0,28942.0,Petrol,Dealer,Automatic,First Owner,6.0,Unknown
Toyota Innova 2.5 G (Diesel) 8 Seater,2015.0,,53652.0,Diesel,Dealer,Manual,First Owner,5.0,Toyota
Unknown,2016.0,375000.0,23000.0,Petrol,Dealer,Manual,Second Owner,4.0,Unknown
Maruti Zen Estilo LXI BSIII,2007.0,275000.0,10211.0,Petrol,Individual,Manual,First Owner,13.0,Maruti
Mahindra Scorpio 2.6 SLX Turbo 7 Seater,2005.0,120000.0,120000.0,Diesel,Individual,Manual,Third Owner,15.0,Mahindra
Unknown,2015.0,350000.0,120000.0,Diesel,Individual,Manual,First Owner,5.0,Unknown
Maruti Celerio ZXI,2017.0,,35000.0,Petrol,Individual,Manual,First Owner,3.0,Maruti
Hyundai Verna 1.6 SX,2012.0,500000.0,130000.0,Diesel,Individual,Manual,First Owner,8.0,Hyundai
Nissan Sunny Diesel XL,2013.0,220000.0,90000.0,Diesel,Individual,Manual,Second Owner,7.0,Nissan
Ford Fiesta 1.6 Duratec EXI Ltd,2008.0,120000.0,80000.0,Petrol,Individual,Unknown,Second Owner,12.0,Ford
Hyundai Santro Xing XK,2007.0,70000.0,55000.0,Petrol,Individual,Unknown,Second Owner,13.0,Hyundai
Maruti Swift Dzire ZXI Plus,2017.0,800000.0,15000.0,Petrol,Individual,Manual,First Owner,3.0,Maruti
Maruti Swift Dzire VDI,2014.0,450000.0,,Diesel,Individual,Manual,Second Owner,6.0,Maruti
Mahindra Scorpio SLE BSIV,,525000.0,145000.0,Diesel,Individual,Manual,First Owner,,Mahindra
Datsun GO Plus Remix Limited Edition,2016.0,300000.0,35000.0,Petrol,Individual,Manual,First Owner,4.0,Datsun
Hyundai i10 Magna,2008.0,195000.0,56000.0,Petrol,Unknown,Manual,Second Owner,12.0,Hyundai
Ford Fiesta Classic 1.4 SXI Duratorq,2007.0,130000.0,98000.0,Diesel,Individual,Unknown,Second Owner,13.0,Ford
Toyota Etios VD,2011.0,300000.0,135000.0,Diesel,Individual,Manual,Second Owner,9.0,Toyota
Maruti Alto VXi,2002.0,120000.0,,Petrol,Individual,Manual,Third Owner,18.0,Maruti
Toyota Innova 2.5 G3,2010.0,450000.0,120000.0,Unknown,Individual,Manual,Third Owner,10.0,Toyota
Tata Indigo LS,,160000.0,102000.0,Diesel,Unknown,Manual,Second Owner,,Tata
Mahindra Bolero Power Plus Plus AC BSIV PS,2018.0,800000.0,35000.0,Diesel,Individual,Unknown,First Owner,2.0,Mahindra
Maruti 800 AC,2013.0,,80000.0,Unknown,Individual,Manual,First Owner,7.0,Maruti
Volkswagen Polo GTI,2017.0,825000.0,10000.0,Petrol,Dealer,Automatic,First Owner,3.0,Volkswagen
Maruti Alto 800 LXI,2015.0,265000.0,32933.0,Unknown,Dealer,Manual,First Owner,5.0,Maruti
Maruti Wagon R LXI,2008.0,175000.0,54551.0,Petrol,Dealer,Manual,First Owner,12.0,Maruti
Maruti Omni 8 Seater BSIV,2014.0,250999.0,57112.0,Petrol,Dealer,Manual,First Owner,6.0,Maruti
Hyundai Xcent 1.2 VTVT S AT,2015.0,471000.0,41025.0,Petrol,Dealer,Automatic,First Owner,5.0,Hyundai
Maruti Swift Dzire LDI,2019.0,,5000.0,Unknown,Unknown,Manual,Unknown,1.0,Maruti
Maruti Swift Dzire LDI,2019.0,650000.0,5000.0,Diesel,Individual,Manual,First Owner,1.0,Maruti
Hyundai EON Magna,2012.0,225000.0,53122.0,Petrol,Dealer,Manual,Second Owner,8.0,Hyundai
Maruti Alto 800 LXI CNG,2013.0,245000.0,64111.0,CNG,Dealer,Unknown,First Owner,7.0,Maruti
Maruti Ritz LXi,2011.0,221000.0,78892.0,Petrol,Dealer,Manual,Unknown,9.0,Maruti
Hyundai i20 1.2 Asta,2011.0,271000.0,74113.0,Unknown,Dealer,Manual,First Owner,9.0,Hyundai
Maruti Wagon R VXI,2012.0,290000.0,80000.0,Petrol,Dealer,Manual,First Owner,8.0,Maruti
Maruti Swift VXi BSIV,2017.0,525000.0,39000.0,Petrol,Dealer,Manual,First Owner,3.0,Maruti
Volkswagen Vento 1.6 Highline,2012.0,377000.0,84775.0,Petrol,Dealer,Manual,First Owner,8.0,Volkswagen
Tata Nano LX SE,2012.0,95000.0,20778.0,Petrol,Dealer,Manual,First Owner,8.0,Tata
Maruti Ertiga VDI,2015.0,763000.0,64441.0,Diesel,Dealer,Manual,First Owner,5.0,Maruti
Honda Amaze S i-Vtech,2015.0,450000.0,43192.0,Petrol,Dealer,Manual,First Owner,5.0,Honda
Tata Nano Twist XE,2014.0,140000.0,44416.0,Petrol,Unknown,Manual,First Owner,6.0,Tata
Maruti Ciaz VDi Plus SHVS,2016.0,701000.0,79991.0,Diesel,Dealer,Manual,First Owner,4.0,Maruti
Nissan Micra Diesel XV,,277000.0,62601.0,Unknown,Dealer,Manual,Second Owner,,Nissan
Maruti Baleno Delta Automatic,2018.0,520000.0,50000.0,Petrol,Individual,Automatic,First Owner,2.0,Maruti
Ford Figo Aspire 1.5 TDCi Ambiente ABS,2017.0,,100000.0,Diesel,Individual,Manual,First Owner,3.0,Ford
Volkswagen Vento Diesel Highline,2011.0,260000.0,,Diesel,Individual,Manual,Third Owner,9.0,Volkswagen
Renault Pulse RxZ,,420000.0,100000.0,Diesel,Individual,Manual,First Owner,,Renault
OpelCorsa 1.4 GL,2002.0,35000.0,100000.0,Petrol,Individual,Manual,Third Owner,18.0,OpelCorsa
Mahindra XUV500 W7 BSIV,2018.0,1150000.0,20000.0,Diesel,Individual,Manual,First Owner,2.0,Mahindra
Maruti Ciaz 1.4 Zeta,2017.0,680000.0,46000.0,Petrol,Individual,Unknown,First Owner,3.0,Maruti
Maruti Swift VDI,2012.0,425000.0,40000.0,Diesel,Individual,Manual,First Owner,8.0,Maruti
Maruti Swift Dzire LDI,2014.0,450000.0,70000.0,Diesel,Individual,Manual,Second Owner,6.0,Maruti
Toyota Innova 2.5 GX (Diesel) 8 Seater BS IV,2008.0,,,Diesel,Individual,Manual,Third Owner,12.0,Toyota
Volkswagen Jetta 1.4 TSI Comfortline,2017.0,936999.0,60800.0,Unknown,Individual,Unknown,First Owner,3.0,Volkswagen
Honda Mobilio S i DTEC,2015.0,420000.0,104000.0,Diesel,Individual,Unknown,Second Owner,5.0,Honda
Volkswagen Polo 1.5 TDI Highline,2014.0,450000.0,80000.0,Diesel,Individual,Manual,Unknown,6.0,Volkswagen
Maruti 800 AC,2004.0,40000.0,69111.0,Petrol,Individual,Manual,Third Owner,16.0,Maruti
Toyota Innova 2.5 G (Diesel) 8 Seater,2014.0,,70000.0,Diesel,Individual,Unknown,Second Owner,6.0,Toyota
Unknown,2007.0,80000.0,120000.0,Petrol,Individual,Manual,First Owner,13.0,Unknown
Tata Nano CX,2014.0,55000.0,40000.0,Petrol,Individual,Manual,First Owner,6.0,Tata
Mahindra Bolero DI DX 7 Seater,2001.0,80000.0,100000.0,Diesel,Individual,Manual,Third Owner,19.0,Mahindra
Maruti Alto 800 LXI,2019.0,,20000.0,Petrol,Individual,Manual,First Owner,1.0,Maruti
Tata Tiago 1.05 Revotorq XM,2017.0,260000.0,50000.0,Diesel,Individual,Manual,First Owner,3.0,Tata
Unknown,2016.0,250000.0,70000.0,Diesel,Individual,Unknown,First Owner,4.0,Unknown
Tata Indica Vista Aqua TDI BSIII,2008.0,80000.0,90000.0,Diesel,Unknown,Unknown,First Owner,12.0,Tata
Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,2010.0,450000.0,150000.0,Diesel,Individual,Unknown,Second Owner,10.0,Toyota
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2005.0,310000.0,120000.0,Diesel,Individual,Manual,Second Owner,15.0,Toyota
Toyota Innova 2.5 GX (Diesel) 8 Seater,,500000.0,100000.0,Diesel,Individual,Manual,First Owner,,Toyota
Maruti Ertiga SHVS VDI,2016.0,800000.0,70000.0,Diesel,Individual,Manual,Second Owner,4.0,Maruti
Hyundai Creta 1.6 CRDi SX,,,,Diesel,Individual,Manual,Second Owner,,Hyundai
Tata Indica Vista Aqua 1.4 TDI,2010.0,125000.0,81000.0,Diesel,Individual,Manual,Second Owner,10.0,Tata
Chevrolet Tavera Neo 2 LS B4 7 Str BSIII,2012.0,400000.0,120000.0,Diesel,Individual,Unknown,Third Owner,8.0,Chevrolet
Unknown,2015.0,1000000.0,3600.0,Diesel,Dealer,Manual,First Owner,5.0,Unknown
Ford Figo Aspire 1.2 Ti-VCT Titanium Plus,,530000.0,,Petrol,Dealer,Manual,First Owner,,Ford
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017.0,840000.0,49213.0,Diesel,Dealer,Manual,First Owner,3.0,Ford
Chevrolet Spark 1.0 LS,2012.0,130000.0,,Petrol,Individual,Manual,First Owner,8.0,Chevrolet
Hyundai EON Era Plus,2015.0,200000.0,70000.0,Petrol,Individual,Manual,First Owner,5.0,Hyundai
Tata Bolt Quadrajet XE,,250000.0,120000.0,Diesel,Individual,Manual,Unknown,,Tata
Hyundai i20 Magna 1.2,2015.0,540000.0,5000.0,Petrol,Individual,Manual,First Owner,5.0,Hyundai
Hyundai i20 1.2 Asta,2018.0,,10000.0,Unknown,Unknown,Manual,Unknown,2.0,Hyundai
Ford Figo Petrol EXI,2014.0,,90000.0,Petrol,Individual,Manual,Unknown,6.0,Ford
Maruti SX4 VDI,2011.0,320000.0,100000.0,Diesel,Individual,Manual,First Owner,9.0,Maruti
Honda Amaze S i-DTEC,2016.0,475000.0,90000.0,Diesel,Individual,Manual,First Owner,4.0,Honda
Tata Manza Aura (ABS) Quadrajet BS IV,2011.0,220000.0,140000.0,Diesel,Unknown,Unknown,Unknown,9.0,Tata
Nissan Micra Diesel XV Premium,2013.0,210000.0,13770.0,Diesel,Individual,Manual,First Owner,7.0,Nissan
Ford Ikon 1.3 Flair,2005.0,61000.0,4637.0,Petrol,Individual,Manual,Second Owner,15.0,Ford
Chevrolet Beat Diesel LT,2012.0,150000.0,60000.0,Diesel,Individual,Unknown,First Owner,8.0,Chevrolet
Chevrolet Cruze LTZ AT,2015.0,650000.0,50000.0,Diesel,Individual,Automatic,First Owner,5.0,Chevrolet
Nissan Micra XL,,210000.0,40000.0,Petrol,Individual,Unknown,Second Owner,,Nissan
Chevrolet Beat Diesel LS,2013.0,130000.0,93900.0,Diesel,Individual,Manual,Unknown,7.0,Chevrolet
Maruti 800 AC,2007.0,60000.0,70000.0,Petrol,Individual,Manual,First Owner,13.0,Maruti
Unknown,2004.0,79000.0,80000.0,Petrol,Individual,Manual,First Owner,16.0,Unknown
Chevrolet Beat Diesel LS,2012.0,120000.0,110000.0,Diesel,Individual,Manual,First Owner,8.0,Chevrolet
Unknown,2005.0,125000.0,34000.0,Unknown,Dealer,Manual,First Owner,15.0,Unknown
Chevrolet Enjoy 1.3 TCDi LS 8,2013.0,425000.0,20000.0,Diesel,Dealer,Manual,First Owner,7.0,Chevrolet
Maruti Wagon R LXI,2001.0,70000.0,117000.0,Petrol,Individual,Manual,Second Owner,19.0,Maruti
Maruti Swift VXI,2020.0,619000.0,,Petrol,Individual,Manual,First Owner,0.0,Maruti
Nissan Micra XL,2017.0,415000.0,,Petrol,Dealer,Manual,First Owner,3.0,Nissan
Hyundai EON Era Plus Option,2014.0,265000.0,55000.0,Petrol,Dealer,Manual,First Owner,6.0,Hyundai
Unknown,2008.0,70000.0,60000.0,Petrol,Unknown,Manual,First Owner,12.0,Unknown
Chevrolet Sail Hatchback 1.3 TCDi,2015.0,,40000.0,Diesel,Individual,Manual,First Owner,5.0,Chevrolet
Tata Indigo Grand Dicor,2013.0,211000.0,80000.0,Diesel,Unknown,Manual,First Owner,7.0,Tata
Hyundai Elite i20 Petrol Magna Exective,2018.0,550000.0,11000.0,Petrol,Individual,Manual,First Owner,2.0,Hyundai
Chevrolet Enjoy TCDi LT 8 Seater,2014.0,350000.0,110000.0,Diesel,Individual,Unknown,First Owner,6.0,Chevrolet
Maruti Wagon R VXI AMT,2017.0,420000.0,19890.0,Petrol,Unknown,Automatic,First Owner,3.0,Maruti
Renault KWID RXT,2015.0,270000.0,20969.0,Petrol,Dealer,Manual,First Owner,5.0,Renault
Maruti Celerio VXI,2016.0,399000.0,20194.0,Petrol,Dealer,Unknown,First Owner,4.0,Maruti
Ford Figo Trend,2016.0,440000.0,34982.0,Petrol,Dealer,Manual,First Owner,4.0,Ford
Hyundai EON Magna,2012.0,250000.0,44588.0,Petrol,Dealer,Manual,First Owner,8.0,Hyundai
Ford Ecosport 1.5 Diesel Titanium,2016.0,650000.0,57904.0,Diesel,Dealer,Manual,First Owner,4.0,Ford
Maruti Alto K10 VXI,2015.0,270000.0,59258.0,Unknown,Dealer,Manual,First Owner,5.0,Maruti
Ford Figo Trend,2016.0,390000.0,60826.0,Petrol,Dealer,Manual,First Owner,4.0,Ford
Mahindra XUV500 W10 2WD,2018.0,1500000.0,50000.0,Diesel,Individual,Manual,First Owner,2.0,Mahindra
Maruti 800 AC,2014.0,225000.0,35000.0,Petrol,Individual,Manual,First Owner,6.0,Maruti
Mahindra XUV500 W8 2WD,2015.0,900000.0,110000.0,Unknown,Individual,Manual,Second Owner,5.0,Mahindra
Hyundai Tucson 2.0 e-VGT 2WD AT GL,2018.0,1600000.0,40000.0,Diesel,Individual,Automatic,First Owner,2.0,Hyundai
Tata Nexon 1.2 Revotron XZ Plus Dual Tone,2019.0,800000.0,10000.0,Unknown,Individual,Manual,First Owner,1.0,Tata
Honda Amaze E i-Dtech,2013.0,320000.0,50000.0,Diesel,Individual,Manual,First Owner,7.0,Honda
Unknown,2016.0,300000.0,25000.0,Petrol,Individual,Manual,First Owner,4.0,Unknown
Hyundai i20 1.2 Asta Dual Tone,2018.0,740000.0,25000.0,Petrol,Individual,Manual,First Owner,2.0,Hyundai
Datsun RediGO SV 1.0,2019.0,350000.0,,Petrol,Individual,Manual,First Owner,1.0,Datsun
Datsun GO T BSIV,2014.0,280000.0,40000.0,Petrol,Individual,Manual,First Owner,6.0,Datsun
Maruti Swift Dzire AMT VDI,2018.0,675000.0,50000.0,Diesel,Unknown,Automatic,First Owner,2.0,Maruti
Unknown,,300000.0,20000.0,Petrol,Individual,Manual,First Owner,,Unknown
Chevrolet Captiva 2.0L VCDi,2011.0,400000.0,76000.0,Diesel,Individual,Manual,Third Owner,9.0,Chevrolet
Mahindra Scorpio VLX 2WD BSIV,2010.0,420000.0,100000.0,Diesel,Individual,Manual,Third Owner,10.0,Mahindra
Tata New Safari 3L Dicor LX 4x2,,300000.0,120000.0,Diesel,Individual,Manual,Unknown,,Tata
Maruti Wagon R VXI Minor,,170000.0,70000.0,Petrol,Individual,Manual,First Owner,,Maruti
Hyundai EON Era Plus,2014.0,210000.0,70000.0,Petrol,Individual,Manual,Third Owner,6.0,Hyundai
Maruti Ertiga VDI,2015.0,,60000.0,Diesel,Unknown,Manual,Second Owner,5.0,Maruti
Maruti Wagon R VXI BS IV,2014.0,260000.0,38000.0,Petrol,Individual,Manual,Second Owner,6.0,Maruti
Tata Nano Twist XT,2015.0,82000.0,19000.0,Petrol,Individual,Unknown,First Owner,5.0,Tata
Mahindra TUV 300 T8,2016.0,690000.0,75000.0,Diesel,Individual,Manual,First Owner,4.0,Mahindra
Hyundai Grand i10 CRDi Asta,2015.0,300000.0,70000.0,Diesel,Unknown,Manual,First Owner,5.0,Hyundai
Honda BRV i-DTEC V MT,2017.0,1250000.0,30000.0,Diesel,Individual,Manual,First Owner,3.0,Honda
Unknown,2017.0,799000.0,,Diesel,Individual,Manual,First Owner,3.0,Unknown
Toyota Fortuner 3.0 Diesel,2010.0,1000000.0,180000.0,Diesel,Individual,Manual,First Owner,10.0,Toyota
Maruti Alto 800 LXI,2014.0,190000.0,90000.0,Petrol,Unknown,Manual,Second Owner,6.0,Maruti
Mahindra Verito 1.5 D2 BSIII,2014.0,250000.0,30000.0,Diesel,Individual,Manual,First Owner,6.0,Mahindra
Hyundai Verna 1.6 i ABS,2009.0,200000.0,60000.0,Petrol,Individual,Manual,First Owner,11.0,Hyundai
Mahindra Bolero DI,2005.0,300000.0,90000.0,Diesel,Individual,Manual,Second Owner,15.0,Mahindra
Unknown,2015.0,,120000.0,Petrol,Unknown,Manual,Second Owner,5.0,Unknown
Maruti 800 AC,2008.0,90000.0,70000.0,Petrol,Unknown,Manual,Third Owner,12.0,Maruti
Hyundai Santro LE zipPlus,2001.0,,70000.0,Petrol,Individual,Manual,First Owner,19.0,Hyundai
Hyundai Grand i10 1.2 Kappa Asta,2017.0,500000.0,26500.0,Petrol,Individual,Manual,First Owner,3.0,Hyundai
Unknown,2017.0,900000.0,50000.0,Diesel,Individual,Unknown,First Owner,3.0,Unknown
Maruti Alto LX,2007.0,100000.0,52000.0,Petrol,Individual,Manual,Second Owner,13.0,Maruti
Renault Duster 85PS Diesel RxL,2016.0,700000.0,160000.0,Unknown,Individual,Manual,First Owner,4.0,Renault
Volvo XC60 D3 Kinetic,,1750000.0,,Diesel,Dealer,Automatic,Third Owner,,Volvo
Unknown,2017.0,290000.0,110000.0,Petrol,Individual,Manual,Unknown,3.0,Unknown
Toyota Innova 2.5 Z Diesel 7 Seater BS IV,2014.0,1050000.0,97000.0,Diesel,Individual,Unknown,Second Owner,6.0,Toyota
Tata Indigo LX Dicor,2008.0,70000.0,100000.0,Diesel,Individual,Manual,Third Owner,12.0,Tata
Maruti Swift ZDi BSIV,2016.0,520000.0,41000.0,Diesel,Individual,Manual,First Owner,4.0,Maruti
Tata Indigo LS,2012.0,150000.0,90000.0,Diesel,Individual,Unknown,First Owner,8.0,Tata
Hyundai i10 Magna 1.1,2008.0,120000.0,90000.0,Petrol,Individual,Unknown,First Owner,12.0,Hyundai
Hyundai i20 Asta Option 1.2,2016.0,600000.0,,Petrol,Individual,Manual,First Owner,4.0,Hyundai
Tata Xenon XT EX 4X4,2010.0,150000.0,70000.0,Diesel,Individual,Manual,Second Owner,10.0,Tata
Volkswagen Vento Petrol Highline,2011.0,400000.0,60000.0,Petrol,Individual,Manual,First Owner,9.0,Volkswagen
Maruti Alto 800 LXI,2015.0,310000.0,30000.0,Petrol,Individual,Manual,Second Owner,5.0,Maruti
Maruti Baleno Alpha 1.2,2015.0,550000.0,30000.0,Petrol,Individual,Manual,First Owner,5.0,Maruti
Hyundai i20 Asta Option 1.4 CRDi,2016.0,550000.0,,Diesel,Individual,Manual,First Owner,4.0,Hyundai
Hyundai Grand i10 CRDi Magna,2013.0,320000.0,73000.0,Diesel,Individual,Unknown,First Owner,7.0,Hyundai
Maruti 800 AC BSII,1992.0,50000.0,100000.0,Petrol,Individual,Manual,Fourth & Above Owner,28.0,Maruti
Renault KWID RXT,2018.0,360000.0,,Petrol,Individual,Manual,First Owner,2.0,Renault
Maruti Vitara Brezza VDi Option,2017.0,700000.0,50000.0,Diesel,Individual,Manual,Second Owner,3.0,Maruti
Maruti Ertiga VDI,2012.0,700000.0,110000.0,Diesel,Individual,Manual,Second Owner,8.0,Maruti
Hyundai i20 1.4 Sportz,,655000.0,84000.0,Diesel,Dealer,Manual,First Owner,,Hyundai
Chevrolet Beat LT LPG,2011.0,200000.0,110000.0,LPG,Individual,Manual,First Owner,9.0,Chevrolet
Renault Duster 85PS Diesel RxL Optional,2012.0,375000.0,150000.0,Diesel,Individual,Manual,First Owner,8.0,Renault
Hyundai Verna 1.6 SX,2012.0,470000.0,109052.0,Diesel,Unknown,Manual,First Owner,8.0,Hyundai
Maruti Ciaz VDi,2015.0,550000.0,,Diesel,Dealer,Manual,Unknown,5.0,Maruti
Honda Amaze VX i-DTEC,2014.0,,110000.0,Diesel,Individual,Manual,Second Owner,6.0,Honda
Datsun GO T Option BSIV,2015.0,210000.0,25000.0,Petrol,Unknown,Manual,Unknown,5.0,Datsun
Maruti Eeco 7 Seater Standard BSIV,2018.0,270000.0,20000.0,Petrol,Individual,Manual,First Owner,2.0,Maruti
Maruti Wagon R VXI Minor,2007.0,80000.0,,Petrol,Individual,Manual,Unknown,13.0,Maruti
Mercedes-Benz E-Class E250 Edition E,2013.0,1451000.0,81000.0,Diesel,Dealer,Automatic,First Owner,7.0,Mercedes-Benz
Tata Safari Storme VX Varicor 400,2018.0,1085000.0,15000.0,Diesel,Individual,Manual,First Owner,2.0,Tata
Hyundai Verna SX AT Diesel,2009.0,245000.0,75000.0,Diesel,Dealer,Automatic,First Owner,11.0,Hyundai
Honda WR-V i-VTEC VX,2017.0,700000.0,25552.0,Petrol,Dealer,Manual,Second Owner,3.0,Honda
Hyundai EON Magna Plus,2018.0,300000.0,20000.0,Petrol,Individual,Manual,First Owner,2.0,Hyundai
Hyundai Xcent 1.2 CRDi E,2017.0,350000.0,80000.0,Diesel,Individual,Manual,First Owner,3.0,Hyundai
Hyundai Elite i20 Asta Option CVT BSIV,2017.0,635000.0,25000.0,Petrol,Dealer,Automatic,First Owner,3.0,Hyundai
Honda City S,2012.0,325000.0,40700.0,Petrol,Individual,Manual,Unknown,8.0,Honda
Mahindra XUV500 AT W10 1.99 mHawk,2017.0,1150000.0,65500.0,Diesel,Dealer,Automatic,Unknown,3.0,Mahindra
Tata Indigo GLE BSIII,2008.0,110000.0,42000.0,Petrol,Dealer,Manual,First Owner,12.0,Tata
Honda City 1.5 V MT,2018.0,890000.0,8000.0,Petrol,Dealer,Unknown,First Owner,2.0,Honda
Maruti Swift 1.3 LXI,2007.0,73000.0,80000.0,Petrol,Individual,Manual,Second Owner,13.0,Maruti
Chevrolet Beat PS,2014.0,170000.0,77000.0,Petrol,Individual,Manual,First Owner,6.0,Chevrolet
Maruti Ciaz ZXi Plus,2016.0,750000.0,6000.0,Petrol,Dealer,Manual,First Owner,4.0,Maruti
Hyundai EON 1.0 Era Plus,,280000.0,28838.0,Unknown,Individual,Manual,First Owner,,Hyundai
Maruti Baleno Alpha 1.2,,690000.0,11174.0,Petrol,Dealer,Manual,First Owner,,Maruti
Tata Indigo GLS,2008.0,130000.0,,Petrol,Individual,Manual,First Owner,12.0,Tata
Hyundai Santro Xing GLS,2007.0,85000.0,85000.0,Petrol,Individual,Manual,Second Owner,13.0,Hyundai
Hyundai Elantra 2.0 SX AT,2018.0,1575000.0,,Petrol,Individual,Automatic,First Owner,2.0,Hyundai
Nissan Sunny Diesel XV,,325000.0,105000.0,Diesel,Individual,Unknown,First Owner,,Nissan
Honda City 1.3 EXI,1998.0,85000.0,120000.0,Petrol,Individual,Manual,Second Owner,22.0,Honda
Hyundai Verna 1.6 CRDI SX Option,2018.0,860000.0,30000.0,Diesel,Dealer,Manual,Second Owner,2.0,Hyundai
Maruti S-Cross Sigma DDiS 200 SH,2017.0,690000.0,41000.0,Diesel,Individual,Manual,First Owner,3.0,Maruti
Hyundai Elantra CRDi S,2013.0,650000.0,54000.0,Diesel,Dealer,Manual,First Owner,7.0,Hyundai
Chevrolet Sail LS ABS,2014.0,375000.0,40000.0,Diesel,Individual,Manual,First Owner,6.0,Chevrolet
Hyundai Verna 1.6 SX CRDi (O),2013.0,525000.0,71000.0,Diesel,Dealer,Manual,First Owner,7.0,Hyundai
Maruti Eeco Smiles 5 Seater AC,2016.0,330000.0,72500.0,Unknown,Dealer,Manual,First Owner,4.0,Maruti
Maruti Eeco Smiles 5 Seater AC,2013.0,280000.0,,Petrol,Dealer,Unknown,First Owner,7.0,Maruti
Maruti Swift ZXI,2014.0,470000.0,40000.0,Petrol,Individual,Manual,First Owner,6.0,Maruti
Volkswagen Polo Diesel Trendline 1.2L,2011.0,350000.0,110000.0,Diesel,Individual,Manual,First Owner,9.0,Volkswagen
Honda City 1.5 V Elegance,2012.0,480000.0,63000.0,Petrol,Dealer,Manual,First Owner,8.0,Honda
Unknown,,620000.0,60000.0,Diesel,Individual,Manual,First Owner,,Unknown
Datsun GO T BSIV,2014.0,250000.0,58000.0,Petrol,Individual,Manual,First Owner,6.0,Datsun
Unknown,2010.0,78692.0,80000.0,Petrol,Individual,Manual,Unknown,10.0,Unknown
Hyundai i20 Magna Optional 1.4 CRDi,2012.0,350000.0,80000.0,Diesel,Individual,Manual,First Owner,8.0,Hyundai
Maruti Wagon R LX Minor,2013.0,250000.0,70000.0,Petrol,Individual,Unknown,Second Owner,7.0,Maruti
Hyundai i20 1.2 Sportz,2011.0,260000.0,97700.0,Petrol,Individual,Manual,Fourth & Above Owner,9.0,Hyundai
Unknown,2016.0,640000.0,36000.0,Diesel,Individual,Manual,Second Owner,4.0,Unknown
Tata New Safari DICOR 2.2 EX 4x2,2008.0,220000.0,90000.0,Diesel,Individual,Unknown,Second Owner,12.0,Tata
Volkswagen Vento 1.5 TDI Highline,2015.0,465000.0,130000.0,Diesel,Individual,Manual,First Owner,5.0,Volkswagen
Maruti Swift Vdi BSIII,2010.0,229999.0,120000.0,Diesel,Individual,Manual,Second Owner,10.0,Maruti
Maruti Wagon R VXI BS IV,,425000.0,15000.0,Petrol,Individual,Manual,First Owner,,Maruti
Tata Indica GLS BS IV,2008.0,95000.0,120000.0,Petrol,Individual,Manual,Third Owner,12.0,Tata
Hyundai EON LPG Magna Plus,2012.0,170000.0,170000.0,LPG,Individual,Manual,Third Owner,8.0,Hyundai
Datsun RediGO T Option,2016.0,229999.0,37500.0,Petrol,Individual,Manual,Unknown,4.0,Datsun
Maruti 800 Std,1999.0,45000.0,50000.0,Petrol,Individual,Manual,Third Owner,21.0,Maruti
Maruti Grand Vitara MT,2007.0,479000.0,145000.0,Petrol,Individual,Manual,Third Owner,13.0,Maruti
Mahindra KUV 100 mFALCON G80 K8 5str,2016.0,,60000.0,Petrol,Individual,Manual,First Owner,4.0,Mahindra
